,0,1
0,DET,the
0,NOUN,study
0,VERB,authorized
0,ADP,in
0,DET,the
0,ADJ,first
0,NOUN,section
0,ADP,of
0,DET,this
0,NOUN,Act
0,.,.
0,.,(
0,NOUN,B
0,.,)
0,ADP,As
0,VERB,used
0,ADP,in
0,DET,this
0,NOUN,section
0,.,--
0,.,(
0,NUM,1
0,.,)
0,DET,the
0,NOUN,term
0,.,``
0,NOUN,State
0,.,''
0,VERB,includes
0,DET,the
0,NOUN,Commonwealth
0,ADP,of
0,NOUN,Puerto
0,NOUN,Rico
0,CONJ,and
0,DET,any
0,NOUN,possession
0,ADP,of
0,DET,the
0,VERB,United
0,NOUN,States
0,.,;
0,.,;
0,CONJ,and
0,.,(
0,NUM,2
0,.,)
0,DET,the
0,NOUN,term
0,.,``
0,NOUN,commerce
0,.,''
0,VERB,means
0,NOUN,commerce
0,ADP,between
0,DET,any
0,NOUN,State
0,CONJ,and
0,DET,any
0,NOUN,place
0,ADP,outside
0,ADV,thereof
0,.,","
0,CONJ,or
0,ADP,between
0,NOUN,points
0,ADP,within
0,DET,the
0,ADJ,same
0,NOUN,State
0,CONJ,but
0,ADP,through
0,DET,any
0,NOUN,place
0,ADP,outside
0,ADV,thereof
0,.,.
0,NOUN,Sec.
0,NUM,3
0,.,.
0,DET,The
0,NOUN,Secretary
0,ADP,of
0,DET,the
0,NOUN,Interior
0,VERB,shall
0,VERB,submit
0,DET,a
0,NOUN,report
0,ADP,of
0,DET,his
0,NOUN,findings
0,.,","
0,ADV,together
0,ADP,with
0,NOUN,recommendations
0,ADP,for
0,DET,an
0,ADJ,effective
0,NOUN,safety
0,NOUN,program
0,ADP,for
0,NOUN,metal
0,CONJ,and
0,ADJ,nonmetallic
0,NOUN,mines
0,.,(
0,ADP,excluding
0,NOUN,coal
0,CONJ,and
0,NOUN,lignite
0,NOUN,mines
0,.,)
0,VERB,based
0,ADP,upon
0,ADJ,such
0,NOUN,findings
0,.,","
0,ADP,to
0,DET,the
0,NOUN,Congress
0,ADV,not
0,ADJ,more
0,ADP,than
0,NUM,two
0,NOUN,years
0,ADP,after
0,DET,the
0,NOUN,date
0,ADP,of
0,NOUN,enactment
0,ADP,of
0,DET,this
0,NOUN,Act
0,.,.
0,VERB,Approved
0,NOUN,September
0,NUM,26
0,.,","
0,NUM,1961
0,.,.
0,VERB,Be
0,PRON,it
0,VERB,enacted
0,ADP,by
0,DET,the
0,NOUN,Senate
0,CONJ,and
0,NOUN,House
0,ADP,of
0,NOUN,Representatives
0,ADP,of
0,DET,the
0,VERB,United
0,NOUN,States
0,ADP,of
0,NOUN,America
0,ADP,in
0,NOUN,Congress
0,VERB,assembled
0,.,","
0,ADP,That
0,DET,the
0,NOUN,Secretary
0,ADP,of
0,DET,the
0,NOUN,Interior
0,VERB,is
0,ADV,hereby
0,VERB,authorized
0,CONJ,and
0,VERB,directed
0,PRT,to
0,VERB,establish
0,CONJ,and
0,VERB,maintain
0,DET,a
0,NOUN,program
0,ADP,of
0,NOUN,stabilization
0,NOUN,payments
0,ADP,to
0,ADJ,small
0,ADJ,domestic
0,NOUN,producers
0,ADP,of
0,NOUN,lead
0,CONJ,and
0,NOUN,zinc
0,NOUN,ores
0,CONJ,and
0,NOUN,concentrates
0,ADP,in
0,NOUN,order
0,PRT,to
0,VERB,stabilize
0,DET,the
0,NOUN,mining
0,ADP,of
0,NOUN,lead
0,CONJ,and
0,NOUN,zinc
0,ADP,by
0,ADJ,small
0,ADJ,domestic
0,NOUN,producers
0,ADP,on
0,ADJ,public
0,.,","
0,ADJ,Indian
0,.,","
0,CONJ,and
0,ADJ,other
0,NOUN,lands
0,ADP,as
0,VERB,provided
0,ADP,in
0,DET,this
0,NOUN,Act
0,.,.
0,NOUN,Sec.
0,NUM,2
0,.,.
0,.,(
0,NOUN,A
0,.,)
0,ADJ,Subject
0,ADP,to
0,DET,the
0,NOUN,limitations
0,ADP,of
0,DET,this
0,NOUN,Act
0,.,","
0,DET,the
0,NOUN,Secretary
0,VERB,shall
0,VERB,make
0,NOUN,stabilization
0,NOUN,payments
0,ADP,to
0,ADJ,small
0,ADJ,domestic
0,NOUN,producers
0,ADP,upon
0,NOUN,presentation
0,ADP,of
0,NOUN,evidence
0,ADJ,satisfactory
0,ADP,to
0,PRON,him
0,ADP,of
0,DET,their
0,NOUN,status
0,ADP,as
0,ADJ,such
0,NOUN,producers
0,CONJ,and
0,ADP,of
0,DET,the
0,NOUN,sale
0,ADP,by
0,PRON,them
0,ADP,of
0,ADV,newly
0,VERB,mined
0,NOUN,ores
0,.,","
0,CONJ,or
0,NOUN,concentrates
0,VERB,produced
0,ADV,therefrom
0,.,","
0,ADP,as
0,VERB,provided
0,ADP,in
0,DET,this
0,NOUN,Act
0,.,.
0,NOUN,Payments
0,VERB,shall
0,VERB,be
0,VERB,made
0,ADV,only
0,ADP,with
0,NOUN,respect
0,ADP,to
0,DET,the
0,NOUN,metal
0,NOUN,content
0,ADP,as
0,VERB,determined
0,ADP,by
0,NOUN,assay
0,.,.
0,.,(
0,NOUN,B
0,.,)
0,ADJ,Such
0,NOUN,payments
0,VERB,shall
0,VERB,be
0,VERB,made
0,ADP,to
0,ADJ,small
0,ADJ,domestic
0,NOUN,producers
0,ADP,of
0,NOUN,lead
0,ADV,as
0,ADV,long
0,ADP,as
0,DET,the
0,NOUN,market
0,NOUN,price
0,ADP,for
0,ADJ,common
0,NOUN,lead
0,ADP,at
0,ADJ,New
0,NOUN,York
0,.,","
0,ADJ,New
0,NOUN,York
0,.,","
0,ADP,as
0,VERB,determined
0,ADP,by
0,DET,the
0,NOUN,Secretary
0,.,","
0,VERB,is
0,ADP,below
0,NUM,14-12
0,NOUN,cents
0,ADP,per
0,NOUN,pound
0,.,","
0,CONJ,and
0,ADJ,such
0,NOUN,payments
0,VERB,shall
0,VERB,be
0,NUM,75
0,ADP,per
0,NOUN,centum
0,ADP,of
0,DET,the
0,NOUN,difference
0,ADP,between
0,NUM,14-12
0,NOUN,cents
0,ADP,per
0,NOUN,pound
0,CONJ,and
0,DET,the
0,ADJ,average
0,NOUN,market
0,NOUN,price
0,ADP,for
0,DET,the
0,NOUN,month
0,ADP,in
0,DET,which
0,DET,the
0,NOUN,sale
0,VERB,occurred
0,ADP,as
0,VERB,determined
0,ADP,by
0,DET,the
0,NOUN,Secretary
0,.,.
0,.,(
0,NOUN,C
0,.,)
0,ADJ,Such
0,NOUN,payments
0,VERB,shall
0,VERB,be
0,VERB,made
0,ADP,to
0,ADJ,small
0,ADJ,domestic
0,NOUN,producers
0,ADP,of
0,NOUN,zinc
0,ADV,as
0,ADV,long
0,ADP,as
0,DET,the
0,NOUN,market
0,NOUN,price
0,ADP,for
0,ADJ,prime
0,ADJ,western
0,NOUN,zinc
0,ADP,at
0,ADJ,East
0,NOUN,Saint
0,NOUN,Louis
0,.,","
0,NOUN,Illinois
0,.,","
0,ADP,as
0,VERB,determined
0,ADP,by
0,DET,the
0,NOUN,Secretary
0,.,","
0,VERB,is
0,ADP,below
0,NUM,14-12
0,NOUN,cents
0,ADP,per
0,NOUN,pound
0,.,","
0,CONJ,and
0,ADJ,such
0,NOUN,payments
0,VERB,shall
0,VERB,be
0,NUM,55
0,ADP,per
0,NOUN,centum
0,ADP,of
0,DET,the
0,NOUN,difference
0,ADP,between
0,NUM,14-12
0,NOUN,cents
0,ADP,per
0,NOUN,pound
0,CONJ,and
0,DET,the
0,ADJ,average
0,NOUN,market
0,NOUN,price
0,ADP,for
0,DET,the
0,NOUN,month
0,ADP,in
0,DET,which
0,DET,the
0,NOUN,sale
0,VERB,occurred
0,ADP,as
0,VERB,determined
0,ADP,by
0,DET,the
0,NOUN,Secretary
0,.,.
0,.,(
0,NOUN,D
0,.,)
0,DET,The
0,ADJ,maximum
0,NOUN,amount
0,ADP,of
0,NOUN,payments
0,DET,which
0,VERB,may
0,VERB,be
0,VERB,made
0,ADP,pursuant
0,ADP,to
0,DET,this
0,NOUN,Act
0,ADP,on
0,NOUN,account
0,ADP,of
0,NOUN,sales
0,ADP,of
0,ADV,newly
0,VERB,mined
0,NOUN,ores
0,CONJ,or
0,NOUN,concentrates
0,VERB,produced
0,ADV,therefrom
0,VERB,made
0,ADP,during
0,DET,the
0,NOUN,calendar
0,NOUN,year
0,NUM,1962
0,VERB,shall
0,ADV,not
0,VERB,exceed
0,NOUN,"$4,500,000"
0,.,;
0,.,;
0,DET,the
0,ADJ,maximum
0,NOUN,amount
0,ADP,of
0,ADJ,such
0,NOUN,payments
0,DET,which
0,VERB,may
0,VERB,be
0,VERB,made
0,ADP,on
0,NOUN,account
0,ADP,of
0,ADJ,such
0,NOUN,sales
0,VERB,made
0,ADP,during
0,DET,the
0,NOUN,calendar
0,NOUN,year
0,NUM,1963
0,VERB,shall
0,ADV,not
0,VERB,exceed
0,NOUN,"$4,500,000"
0,.,;
0,.,;
0,DET,the
0,ADJ,maximum
0,NOUN,amount
0,ADP,of
0,ADJ,such
0,NOUN,payments
0,DET,which
0,VERB,may
0,VERB,be
0,VERB,made
0,ADP,on
0,NOUN,account
0,ADP,of
0,ADJ,such
0,NOUN,sales
0,VERB,made
0,ADP,during
0,DET,the
0,NOUN,calendar
0,NOUN,year
0,NUM,1964
0,VERB,shall
0,ADV,not
0,VERB,exceed
0,NOUN,"$4,000,000"
0,.,;
0,.,;
0,CONJ,and
0,DET,the
0,ADJ,maximum
0,NOUN,amount
0,ADP,of
0,ADJ,such
0,NOUN,payments
0,DET,which
0,VERB,may
0,VERB,be
0,VERB,made
0,ADP,on
0,NOUN,account
0,ADP,of
0,ADJ,such
0,NOUN,sales
0,VERB,made
0,ADP,during
0,DET,the
0,NOUN,calendar
0,NOUN,year
0,NUM,1965
0,VERB,shall
0,ADV,not
0,VERB,exceed
0,NOUN,"$3,500,000"
0,.,.
0,ADP,In
0,DET,the
0,ADJ,same
0,NOUN,period
0,.,","
0,NUM,431
0,NOUN,presentations
0,ADP,by
0,NOUN,members
0,ADP,of
0,DET,the
0,NOUN,staff
0,VERB,were
0,VERB,made
0,ADP,to
0,ADJ,local
0,.,","
0,ADJ,national
0,.,","
0,CONJ,and
0,ADJ,international
0,ADJ,medical
0,NOUN,groups
0,.,.
0,NUM,3
0,.,.
0,NOUN,Education
0,.,:
0,NOUN,A
0,.,.
0,DET,The
0,NOUN,education
0,NOUN,function
0,ADP,of
0,DET,the
0,NOUN,Institute
0,VERB,is
0,VERB,carried
0,PRT,on
0,ADP,by
0,DET,the
0,NOUN,staff
0,ADP,in
0,DET,the
0,NOUN,departments
0,ADP,of
0,NOUN,pathology
0,CONJ,and
0,DET,its
0,NOUN,consultants
0,.,.
0,ADP,During
0,ADJ,fiscal
0,NOUN,year
0,NUM,1959
0,.,","
0,NUM,six
0,NOUN,courses
0,VERB,were
0,VERB,conducted
0,.,:
0,ADJ,Forensic
0,NOUN,Pathology
0,.,","
0,NOUN,Application
0,ADP,of
0,NOUN,Histochemistry
0,ADP,to
0,NOUN,Pathology
0,.,","
0,NOUN,Pathology
0,ADP,of
0,NOUN,Diseases
0,ADP,of
0,NOUN,Laboratory
0,NOUN,Animals
0,.,","
0,ADJ,Ophthalmic
0,NOUN,Pathology
0,.,","
0,NOUN,Pathology
0,ADP,of
0,DET,the
0,ADJ,Oral
0,NOUN,Regions
0,.,","
0,CONJ,and
0,DET,a
0,ADJ,Cardiovasculatory
0,NOUN,Pathology
0,NOUN,Seminar
0,.,.
0,ADP,During
0,ADJ,fiscal
0,NOUN,year
0,NUM,1960
0,.,","
0,NUM,seven
0,NOUN,courses
0,VERB,were
0,VERB,conducted
0,.,:
0,NOUN,Application
0,ADP,of
0,NOUN,Histochemistry
0,ADP,to
0,NOUN,Pathology
0,.,","
0,ADJ,Forensic
0,NOUN,Pathology
0,.,","
0,NOUN,Pathology
0,ADP,of
0,NOUN,Diseases
0,ADP,of
0,NOUN,Laboratory
0,NOUN,Animals
0,.,","
0,NOUN,Pathology
0,ADP,of
0,DET,the
0,ADJ,Oral
0,NOUN,Regions
0,.,","
0,ADJ,Ophthalmic
0,NOUN,Pathology
0,.,","
0,ADJ,Forensic
0,NOUN,Sciences
0,NOUN,Symposium
0,.,","
0,CONJ,and
0,ADJ,Orthopedic
0,NOUN,Pathology
0,.,.
0,ADP,From
0,NUM,1
0,NOUN,July
0,NUM,1960
0,ADP,through
0,NUM,31
0,NOUN,January
0,NUM,1961
0,.,","
0,NUM,six
0,NOUN,courses
0,VERB,were
0,VERB,conducted
0,.,:
0,NOUN,Workshop
0,ADP,in
0,ADJ,Resident
0,NOUN,Training
0,ADP,in
0,NOUN,Pathology
0,.,","
0,NOUN,Pathology
0,ADP,of
0,NOUN,Diseases
0,ADP,of
0,NOUN,Laboratory
0,NOUN,Animals
0,.,","
0,NOUN,Application
0,ADP,of
0,NOUN,Histochemistry
0,ADP,of
0,NOUN,Pathology
0,.,","
0,ADJ,Orthopedic
0,NOUN,Pathology
0,.,","
0,ADJ,Forensic
0,NOUN,Sciences
0,NOUN,Symposium
0,.,","
0,CONJ,and
0,ADJ,Forensic
0,NOUN,Pathology
0,.,.
0,NOUN,B
0,.,.
0,ADP,During
0,ADJ,fiscal
0,NOUN,years
0,NUM,1959
0,CONJ,and
0,NUM,1960
0,.,","
0,PRT,there
0,VERB,were
0,NUM,139
0,ADJ,military
0,CONJ,and
0,ADJ,civilian
0,NOUN,students
0,PRON,who
0,VERB,came
0,ADP,to
0,DET,the
0,NOUN,Institute
0,ADP,for
0,VERB,varying
0,NOUN,periods
0,ADP,of
0,ADJ,special
0,NOUN,instruction
0,.,.
0,NUM,4
0,.,.
0,NOUN,Research
0,.,:
0,DET,The
0,NOUN,Institute
0,VERB,is
0,VERB,engaged
0,ADP,in
0,DET,an
0,ADJ,extensive
0,NOUN,program
0,ADP,of
0,ADJ,medico-military
0,ADJ,scientific
0,NOUN,research
0,ADP,in
0,DET,both
0,ADJ,morphological
0,CONJ,and
0,ADJ,experimental
0,NOUN,pathology
0,.,.
0,ADP,Among
0,DET,the
0,ADJ,specific
0,NOUN,areas
0,ADP,of
0,NOUN,concentration
0,ADP,in
0,DET,which
0,DET,the
0,NOUN,staff
0,VERB,is
0,VERB,engaged
0,.,","
0,VERB,are
0,ADJ,such
0,NOUN,projects
0,ADP,as
0,ADJ,biological
0,CONJ,and
0,ADJ,biochemical
0,NOUN,studies
0,ADP,of
0,DET,the
0,NOUN,effects
0,ADP,of
0,NOUN,microwaves
0,.,;
0,.,;
0,NOUN,study
0,ADP,of
0,NOUN,motor
0,NOUN,end
0,NOUN,plates
0,ADP,in
0,NOUN,man
0,CONJ,and
0,NOUN,animals
0,.,;
0,.,;
0,NOUN,investigation
0,ADP,of
0,ADJ,respiratory
0,NOUN,diseases
0,ADP,of
0,NOUN,laboratory
0,NOUN,animals
0,.,;
0,.,;
0,ADJ,metabolic
0,NOUN,responses
0,ADP,to
0,VERB,reduced
0,NOUN,oxygen
0,NOUN,tension
0,.,;
0,.,;
0,NOUN,neuropathology
0,ADP,of
0,ADJ,nuclear
0,CONJ,and
0,ADJ,cosmic
0,NOUN,radiation
0,.,;
0,.,;
0,NOUN,carcinoma
0,ADP,of
0,NOUN,prostate
0,.,;
0,.,;
0,NOUN,evaluation
0,ADP,of
0,ADJ,histochemical
0,NOUN,techniques
0,.,;
0,.,;
0,CONJ,and
0,NOUN,hip
0,NOUN,dysplasia
0,ADP,in
0,NOUN,dogs
0,.,.
0,PRT,There
0,VERB,has
0,VERB,been
0,DET,an
0,NOUN,increase
0,ADP,in
0,ADJ,cooperative
0,NOUN,research
0,ADP,with
0,ADJ,other
0,ADJ,Federal
0,NOUN,agencies
0,CONJ,and
0,ADJ,civilian
0,NOUN,institutions
0,.,.
0,ADP,During
0,DET,the
0,NOUN,period
0,ADP,from
0,NUM,1
0,NOUN,July
0,NUM,1960
0,ADP,through
0,NUM,31
0,NOUN,January
0,NUM,1961
0,.,","
0,ADJ,additional
0,NOUN,research
0,NOUN,affiliations
0,VERB,were
0,VERB,effected
0,ADP,with
0,DET,the
0,NOUN,U.
0,NOUN,S.
0,NOUN,Army
0,ADJ,Medical
0,NOUN,Research
0,CONJ,and
0,NOUN,Development
0,NOUN,Command
0,PRT,to
0,VERB,conduct
0,NOUN,research
0,ADP,in
0,NOUN,procedures
0,ADP,for
0,ADJ,quantitative
0,NOUN,electron
0,NOUN,microscopy
0,.,","
0,CONJ,and
0,ADP,for
0,DET,the
0,NOUN,study
0,ADP,of
0,ADJ,biophysical
0,CONJ,and
0,ADJ,biological
0,NOUN,studies
0,ADP,of
0,DET,the
0,NOUN,structure
0,CONJ,and
0,NOUN,function
0,ADP,of
0,ADJ,ocular
0,NOUN,tissue
0,.,.
0,ADV,Also
0,.,","
0,DET,the
0,NOUN,Defense
0,ADJ,Atomic
0,NOUN,Support
0,NOUN,Agency
0,VERB,sponsored
0,DET,a
0,NOUN,long-range
0,NOUN,study
0,ADP,at
0,DET,this
0,NOUN,Institute
0,ADP,on
0,DET,the
0,NOUN,response
0,ADP,of
0,ADJ,massive
0,NOUN,suspension
0,NOUN,cultures
0,ADP,of
0,ADJ,mammalian
0,NOUN,cells
0,ADP,to
0,ADJ,acute
0,NOUN,radiation
0,.,.
0,ADJ,Other
0,ADJ,scientific
0,NOUN,agencies
0,.,","
0,DET,both
0,ADJ,Federal
0,CONJ,and
0,ADJ,civilian
0,.,","
0,VERB,supported
0,NOUN,studies
0,ADP,in
0,ADJ,quantitative
0,NOUN,electron
0,ADJ,microscopical
0,NOUN,approach
0,ADP,to
0,NOUN,microchemistry
0,CONJ,and
0,NOUN,microcytochemistry
0,.,;
0,.,;
0,DET,the
0,NOUN,investigation
0,ADP,of
0,DET,the
0,NOUN,relationship
0,ADP,of
0,NOUN,diphosphopyridine
0,NOUN,nucleotide
0,NOUN,synthesizine
0,NOUN,enzyme
0,ADP,to
0,NOUN,tumor
0,NOUN,growth
0,.,;
0,.,;
0,ADJ,morphological
0,NOUN,study
0,CONJ,and
0,NOUN,classification
0,ADP,of
0,NOUN,leukemia
0,CONJ,and
0,NOUN,lymphoma
0,NOUN,cases
0,ADP,in
0,NOUN,animals
0,.,;
0,.,;
0,CONJ,and
0,DET,the
0,NOUN,study
0,ADP,of
0,ADJ,structural
0,NOUN,changes
0,ADP,in
0,NOUN,M.
0,NOUN,leprae
0,CONJ,and
0,ADJ,other
0,NOUN,mycobacteria
0,.,.
0,ADJ,Medical
0,NOUN,Illustration
0,NOUN,Service
0,NUM,1
0,.,.
0,DET,The
0,ADJ,Medical
0,NOUN,Illustration
0,NOUN,Service
0,VERB,is
0,ADJ,responsible
0,ADP,for
0,DET,the
0,NOUN,collection
0,.,","
0,NOUN,publication
0,.,","
0,NOUN,exhibition
0,.,","
0,CONJ,and
0,NOUN,file
0,ADP,of
0,ADJ,medical
0,NOUN,illustration
0,NOUN,material
0,ADP,of
0,ADJ,medico-military
0,NOUN,importance
0,ADP,to
0,DET,the
0,VERB,Armed
0,NOUN,Forces
0,.,.
0,ADP,In
0,NOUN,addition
0,ADP,to
0,VERB,maintaining
0,DET,a
0,ADJ,permanent
0,ADJ,central
0,NOUN,file
0,ADP,of
0,NOUN,illustrations
0,ADP,of
0,NOUN,diseases
0,.,","
0,NOUN,wounds
0,.,","
0,CONJ,and
0,NOUN,injuries
0,ADP,of
0,ADJ,military
0,NOUN,importance
0,.,","
0,PRON,it
0,VERB,provides
0,NOUN,facilities
0,ADP,for
0,ADJ,clinical
0,NOUN,photography
0,.,","
0,NOUN,photomicrography
0,.,","
0,CONJ,and
0,ADJ,medical
0,NOUN,arts
0,.,","
0,CONJ,and
0,VERB,operates
0,DET,a
0,VERB,printing
0,NOUN,plant
0,.,","
0,ADP,by
0,NOUN,permission
0,ADP,of
0,ADJ,Congressional
0,NOUN,Committee
0,.,","
0,ADP,for
0,NOUN,publication
0,ADP,of
0,DET,an
0,.,``
0,NOUN,Atlas
0,ADP,of
0,NOUN,Tumor
0,NOUN,Pathology
0,.,''
0,.,.
0,PRON,It
0,ADV,also
0,VERB,maintains
0,NOUN,shops
0,ADP,for
0,DET,the
0,NOUN,design
0,CONJ,and
0,NOUN,fabrication
0,ADP,of
0,NOUN,exhibits
0,.,","
0,VERB,training
0,NOUN,aids
0,CONJ,and
0,NOUN,instruments
0,CONJ,and
0,NOUN,libraries
0,ADP,for
0,DET,the
0,NOUN,loan
0,ADP,of
0,NOUN,films
0,CONJ,and
0,VERB,teaching
0,NOUN,lantern
0,NOUN,slide
0,NOUN,sets
0,.,.
0,NUM,2
0,.,.
0,ADP,During
0,DET,this
0,NOUN,period
0,.,","
0,DET,a
0,NOUN,total
0,ADP,of
0,NUM,762
0,NOUN,exhibits
0,VERB,were
0,VERB,presented
0,ADP,at
0,NUM,442
0,ADJ,medical
0,CONJ,and
0,ADJ,scientific
0,NOUN,meetings
0,.,.
0,ADP,Of
0,DET,these
0,NOUN,exhibits
0,.,","
0,NUM,154
0,VERB,were
0,ADV,newly
0,VERB,constructed
0,.,.
0,NUM,Twenty-nine
0,NOUN,exhibits
0,VERB,received
0,NOUN,awards
0,.,.
0,NUM,3
0,.,.
0,ADJ,Visual
0,CONJ,and
0,ADJ,operable
0,VERB,training
0,NOUN,aids
0,VERB,developed
0,ADP,by
0,DET,the
0,ADJ,Medical
0,NOUN,Illustration
0,NOUN,Service
0,.,","
0,VERB,were
0,VERB,used
0,ADP,in
0,NOUN,support
0,ADP,of
0,NOUN,Army
0,ADJ,Medical
0,NOUN,Service
0,ADJ,mass
0,NOUN,casualty
0,NOUN,exercises
0,.,.
0,NOUN,Members
0,ADP,of
0,DET,the
0,ADJ,Medical
0,NOUN,Illustration
0,NOUN,Service
0,VERB,lectured
0,CONJ,and
0,VERB,conducted
0,NOUN,demonstrations
0,ADP,on
0,DET,the
0,NOUN,use
0,ADP,of
0,VERB,training
0,NOUN,aids
0,ADP,to
0,ADJ,military
0,NOUN,personnel
0,CONJ,and
0,ADJ,various
0,ADJ,civilian
0,ADJ,medical
0,NOUN,organizations
0,.,.
0,NOUN,Demonstrations
0,ADP,of
0,ADJ,new
0,CONJ,and
0,VERB,projected
0,VERB,training
0,NOUN,aids
0,VERB,were
0,VERB,conducted
0,ADP,at
0,DET,the
0,ADJ,Medical
0,NOUN,Service
0,NOUN,Instructor's
0,NOUN,Conference
0,.,","
0,NOUN,Brooke
0,NOUN,Army
0,ADJ,Medical
0,NOUN,Center
0,.,","
0,NOUN,Texas
0,.,.
0,NUM,4
0,.,.
0,ADP,In
0,NOUN,support
0,ADP,of
0,DET,the
0,NOUN,emphasis
0,VERB,placed
0,ADP,by
0,DET,the
0,NOUN,Department
0,ADP,of
0,NOUN,Defense
0,ADP,on
0,NOUN,instruction
0,ADP,in
0,NOUN,emergency
0,ADJ,medical
0,NOUN,care
0,.,","
0,DET,the
0,ADJ,Medical
0,NOUN,Illustration
0,NOUN,Service
0,VERB,developed
0,NOUN,casualty
0,NOUN,simulation
0,NOUN,kits
0,CONJ,and
0,NOUN,rescue
0,VERB,breathing
0,NOUN,manikins
0,DET,which
0,VERB,are
0,VERB,being
0,NOUN,field
0,VERB,tested
0,.,;
0,.,;
0,CONJ,and
0,ADJ,overhead
0,NOUN,projector
0,NOUN,transparency
0,NOUN,sets
0,ADP,on
0,DET,the
0,NOUN,subjects
0,ADP,of
0,ADJ,Military
0,NOUN,Sanitation
0,.,:
0,ADJ,First
0,NOUN,Aid
0,ADP,For
0,NOUN,Soldiers
0,.,;
0,.,;
0,NOUN,Bandaging
0,CONJ,And
0,NOUN,Splinting
0,.,;
0,.,;
0,DET,The
0,NOUN,Emergency
0,ADJ,Medical
0,NOUN,Treatment
0,NOUN,Unit
0,.,","
0,NOUN,Phase
0,NUM,1
0,.,;
0,.,;
0,CONJ,and
0,NOUN,Emergency
0,NOUN,War
0,NOUN,Surgery
0,ADP,in
0,NOUN,support
0,ADP,of
0,DET,the
0,ADJ,North
0,NOUN,Atlantic
0,NOUN,Treaty
0,NOUN,Organization
0,.,(
0,NOUN,NATO
0,.,)
0,NOUN,Handbook
0,.,.
0,NUM,Fifty
0,NOUN,lantern
0,NOUN,slide
0,VERB,teaching
0,NOUN,sets
0,ADP,on
0,DET,the
0,NOUN,subject
0,ADP,of
0,.,``
0,NOUN,Emergency
0,NOUN,War
0,NOUN,Surgery
0,.,(
0,NOUN,NATO
0,.,)
0,.,''
0,VERB,were
0,VERB,assembled
0,CONJ,and
0,VERB,distributed
0,ADP,to
0,DET,the
0,ADJ,Medical
0,ADJ,Military
0,NOUN,Services
0,ADP,of
0,ADJ,foreign
0,NOUN,Governments
0,VERB,associated
0,ADP,with
0,NOUN,NATO
0,CONJ,and
0,ADJ,South-East
0,NOUN,Asia
0,NOUN,Treaty
0,NOUN,Organization
0,.,.
0,DET,The
0,ADJ,British
0,CONJ,and
0,ADJ,Canadian
0,NOUN,Liaison
0,NOUN,Officers
0,.,","
0,ADV,as
0,ADV,well
0,ADP,as
0,NOUN,Office
0,ADP,of
0,ADJ,Civil
0,CONJ,and
0,NOUN,Defense
0,NOUN,Mobilization
0,.,","
0,DET,the
0,ADJ,American
0,ADJ,Red
0,NOUN,Cross
0,.,","
0,CONJ,and
0,ADJ,similar
0,VERB,interested
0,NOUN,organizations
0,VERB,were
0,VERB,informed
0,ADP,from
0,NOUN,time
0,ADP,to
0,NOUN,time
0,ADP,as
0,VERB,training
0,NOUN,aids
0,VERB,were
0,VERB,developed
0,.,.
0,NUM,5
0,.,.
0,NUM,Nine
0,ADJ,veterinary
0,NOUN,lantern
0,NOUN,slide
0,VERB,teaching
0,NOUN,sets
0,VERB,were
0,VERB,developed
0,CONJ,and
0,VERB,distributed
0,.,","
0,CONJ,and
0,NOUN,lantern
0,NOUN,slide
0,VERB,teaching
0,NOUN,sets
0,ADP,on
0,NUM,21
0,NOUN,pathology
0,NOUN,subjects
0,VERB,were
0,VERB,added
0,ADP,to
0,DET,the
0,NOUN,loan
0,NOUN,library
0,ADP,of
0,DET,the
0,ADJ,Medical
0,NOUN,Illustration
0,NOUN,Service
0,.,.
0,NOUN,Illustrations
0,VERB,were
0,VERB,prepared
0,ADP,for
0,NUM,11
0,NOUN,Department
0,ADP,of
0,DET,the
0,NOUN,Army
0,NOUN,manuals
0,CONJ,and
0,NUM,one
0,ADJ,Graphic
0,NOUN,Training
0,NOUN,Aid
0,.,.
0,NUM,Sixteen
0,NOUN,lantern
0,NOUN,slide
0,NOUN,sets
0,VERB,were
0,VERB,loaned
0,ADP,to
0,DET,the
0,NOUN,Government
0,ADP,of
0,NOUN,India
0,CONJ,and
0,NUM,eight
0,NOUN,sets
0,VERB,were
0,VERB,forwarded
0,ADP,to
0,DET,the
0,NOUN,U.S.
0,NOUN,Embassy
0,.,","
0,NOUN,Managua
0,.,","
0,NOUN,Nicaragua
0,ADP,for
0,DET,the
0,ADJ,Educational
0,NOUN,Exchange
0,NOUN,Program
0,.,.
0,DET,The
0,NOUN,Senate
0,NOUN,Subcommittee
0,ADP,on
0,NOUN,Reorganization
0,CONJ,and
0,ADJ,International
0,NOUN,Organizations
0,VERB,was
0,VERB,provided
0,NOUN,samples
0,ADP,of
0,ADJ,visual
0,NOUN,aids
0,ADP,on
0,ADJ,first
0,NOUN,aid
0,CONJ,and
0,ADJ,personal
0,NOUN,health
0,VERB,produced
0,ADP,by
0,DET,the
0,ADJ,Medical
0,NOUN,Illustration
0,NOUN,Service
0,.,.
0,NUM,6
0,.,.
0,NUM,Six
0,NOUN,fascicles
0,.,(
0,NUM,"10,000"
0,NOUN,copies
0,DET,each
0,.,)
0,ADP,of
0,DET,the
0,.,``
0,NOUN,Atlas
0,ADP,Of
0,NOUN,Tumor
0,NOUN,Pathology
0,.,''
0,VERB,were
